harvest_year,strip,section,plot,section_1926-67,fertilizer_code,cropping,year_of_wheat,previous_crop,fym_factor_level,fym_applied,fym_date,castor_meal_factor_level,castor_meal_n_applied,castor_meal_date,n_factor_level,n_timing,autumn_n_kg/ha,autumn_n_date,spring1_n_kg/ha,spring1_n_date,spring2_n_kg/ha,spring2_n_date,spring3_n_kg/ha,spring3_n_date,total_fertilizer_n_amount,p_factor_level,p_amount,p_date,k_factor_level,k_amount,k_date,na_factor_level,na_amount,na_date,mg_factor_level,mg_amount,mg_date,survey_date,Aethusa cynapium,Agrostis gigantea,Alopecurus myosuroides,Anagallis arvensis,Aphanes arvensis,Arenaria serpyllifolia,Atriplex patula,Avena fatua,Hordeum vulgare,Bromus commutatus,Bromus secalinus,Capsella bursa-pastoris,Cerastium fontanum,Chenopodium album,Cirsium arvense,Convolvulus arvensis,Elymus repens,Equisetum arvense,Euphorbia exigua,Fallopia convolvulus,Fumaria officinalis,Galeopsis tetrahit,Galium aparine,Galium tricornutum,Geranium dissectum,Juncus bufonius,Lamium purpureum,Lathyrus pratensis,Legousia hybrida,Lithospermum arvense,Medicago lupulina,Minuartia hybrida,Myosotis arvensis,Odontites verna,Papaver argemone,Papaver rhoeas,Poa annua,Poa trivialis,Polygonum aviculare,Ranunculus arvensis,Rumex obtusifolius,Scandix pecten-veneris,Senecio vulgaris,Sinipas arvensis,Sisymbrium officinale,Sonchus arvensis,Stellaria media,Trifolium sp.,Tripleurospermum inodorum,Tussilago farfara,Umbelliferae,Urtica dioica,Valerianella dentata,Veronica arvensis,Veronica hederifolia,Veronica persica,Veronica sp.,Vicia Fabia,Vicia sativa,Viola arvensis,sow_date,harvest_date,cultivar,total_grain,cleaned_grain,straw,%_weed_seeds,weed_seed_weight,notes_id
1995,16,8,16\8,VA,N6PKMg,winter wheat,1.000,fallow,nil,0,*,*,*,*,N6,mid_spring,0,*,0,*,288,1995-04-11,0,*,288,P,35.000,1994-10-11,K,90,1994-10-11,nil,0,*,Mg,30,1994-10-10,*,9.000,0.000,25.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,5.000,0.000,0.000,0.000,0.000,1.000,0.000,23.000,2.000,0.000,1.000,0.000,0,0.000,0.000,0.000,0.000,0.000,4.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,21.000,0.000,1994-11-16,1995-08-06,Apollo,6.180,*,*,*,*,"1, 38,39"
1995,17,8,17\8,VA,N0+3 1/2[PKMg],winter wheat,1.000,fallow,nil,0,*,*,*,*,N0+3,mid_spring,0,*,0,*,144,1995-04-11,0,*,144,1/2 P,17.500,1994-10-11,1/2 K,45,1994-10-11,nil,0,*,1/2 Mg,15,1994-10-10,*,3.000,0.000,25.000,2.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,4.000,0.000,0.000,3.000,0.000,24.000,0.000,0.000,1.000,0.000,0,1.000,0.000,0.000,0.000,0.000,2.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,13.000,2.000,0.000,0.000,25.000,0.000,1994-11-16,1995-08-06,Apollo,6.070,*,*,*,*,"1, 6"
1995,18,8,18\8,VA,N1+3 1/2[PKMg],winter wheat,1.000,fallow,nil,0,*,*,*,*,N1+3,autumn_&_spring,48,1994-10-12,0,*,144,1995-04-11,0,*,192,1/2 P,17.500,1994-10-11,1/2 K,45,1994-10-11,nil,0,*,1/2 Mg,15,1994-10-10,*,5.000,0.000,25.000,0.000,17.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,3.000,0.000,0.000,5.000,0.000,25.000,1.000,0.000,2.000,0.000,1,1.000,0.000,0.000,0.000,0.000,3.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,25.000,3.000,1994-11-16,1995-08-06,Apollo,5.850,*,*,*,*,"1, 6"
1995,19,8,19\8,VA,(C) ,winter wheat,1.000,fallow,nil,0,*,(C) ,0.000,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,1.000,0.000,25.000,0.000,24.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,13.000,0.000,25.000,12.000,0.000,12.000,0.000,24.000,0.000,0.000,15.000,0.000,0,5.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,2.000,10.000,0.000,0.000,0.000,19.000,13.000,1994-11-16,1995-08-06,Apollo,4.830,*,*,*,*,*
1996,21,8,21\8,VA,FYM N2,winter wheat,2.000,winter wheat,FYM,35,1995-09-26,*,*,*,N2,mid_spring,0,*,0,*,96,1996-04-17,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,8.000,0.000,0.000,10.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,10.000,0.000,25.000,0.000,0.000,4.000,0.000,0,9.000,0.000,0.000,0.000,0.000,1.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1995-10-11,1996-08-16,Hereward,5.490,*,*,*,*,"1, 45"
1996,22,8,22\8,VA,FYM,winter wheat,2.000,winter wheat,FYM,35,1995-09-26,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,3.000,0.000,0.000,9.000,0.000,25.000,0.000,0.000,9.000,2.000,0,6.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000,1995-10-11,1996-08-16,Hereward,5.720,*,*,*,*,"1, 46"
1996,3,8,3\8,VA,Nil,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,1.000,0.000,25.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,8.000,0.000,0.000,3.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,4.000,0.000,0.000,5.000,0.000,24.000,0.000,0.000,5.000,3.000,0,14.000,0.000,0.000,0.000,0.000,1.000,0.000,8.000,0.000,0.000,0.000,0.000,1.000,0.000,5.000,0.000,0.000,22.000,5.000,1995-10-11,1996-08-16,Hereward,2.850,*,*,*,*,1
1996,5,8,5\8,VA,PKMg,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,Mg,0,*,*,1.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,2.000,0.000,0.000,8.000,0.000,22.000,0.000,0.000,6.000,13.000,0,9.000,0.000,0.000,0.000,0.000,2.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,25.000,2.000,1995-10-11,1996-08-16,Hereward,2.970,*,*,*,*,"1, 38"
1996,6,8,6\8,VA,N1PKMg,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N1,mid_spring,0,*,0,*,48,1996-04-17,0,*,48,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,Mg,0,*,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,1.000,1.000,0,4.000,0.000,0.000,0.000,0.000,14.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1995-10-11,1996-08-16,Hereward,4.600,*,*,*,*,"1, 38"
1996,7,8,7\8,VA,N2PKMg,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1996-04-17,0,*,96,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,Mg,0,*,*,5.000,0.000,25.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0,1.000,0.000,0.000,0.000,0.000,10.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,15.000,0.000,1995-10-11,1996-08-16,Hereward,5.570,*,*,*,*,"1, 38"
1996,8,8,8\8,VA,N3PKMg,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N3,mid_spring,0,*,0,*,144,1996-04-17,0,*,144,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,Mg,0,*,*,2.000,0.000,25.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,1.000,0.000,0.000,0.000,0.000,25.000,1.000,0.000,0.000,0.000,0,1.000,0.000,0.000,0.000,0.000,1.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,22.000,0.000,1995-10-11,1996-08-16,Hereward,6.760,*,*,*,*,"1, 38"
1996,9,8,9\8,VA,N4PKMg,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,1996-04-17,0,*,192,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,Mg,0,*,*,6.000,0.000,25.000,0.000,13.000,1.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,6.000,0.000,0.000,9.000,0.000,25.000,0.000,0.000,3.000,1.000,0,1.000,0.000,0.000,0.000,0.000,9.000,0.000,2.000,0.000,0.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,23.000,7.000,1995-10-11,1996-08-16,Hereward,7.020,*,*,*,*,"1, 38"
1996,10,8,10\8,VA,N2,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1996-04-17,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,2.000,0.000,22.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,25.000,11.000,0.000,19.000,0.000,22.000,0.000,0.000,8.000,0.000,0,5.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,14.000,16.000,1995-10-11,1996-08-16,Hereward,4.630,*,*,*,*,1
1996,11,8,11\8,VA,N2P,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1996-04-17,0,*,96,P,35.000,1995-09-18,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,24.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,25.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1995-10-11,1996-08-16,Hereward,4.390,*,*,*,*,1
1996,12,8,12\8,VA,N2PNa*,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1996-04-17,0,*,96,P,35.000,1995-09-18,nil,0,*,Na*,55,1995-09-22,nil,0,*,*,0.000,0.000,15.000,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,17.000,0.000,1.000,11.000,0.000,25.000,0.000,0.000,0.000,0.000,0,6.000,0.000,0.000,0.000,0.000,11.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,26.000,0.000,1995-10-11,1996-08-16,Hereward,4.800,*,*,*,*,1
1996,13,8,13\8,VA,N2PK,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1996-04-17,0,*,96,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,nil,0,*,*,0.000,0.000,23.000,0.000,22.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,7.000,0.000,24.000,13.000,0.000,24.000,1.000,25.000,0.000,0.000,3.000,7.000,0,4.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,1995-10-11,1996-08-16,Hereward,5.560,*,*,*,*,1
1996,14,8,14\8,VA,N2PKMg*,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1996-04-17,0,*,96,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,Mg*,30,1995-09-22,*,0.000,0.000,24.000,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,25.000,0.000,0.000,12.000,0.000,22.000,0.000,0.000,0.000,3.000,0,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,23.000,0.000,1995-10-11,1996-08-16,Hereward,6.310,*,*,*,*,1
1996,15,8,15\8,VA,N5PKMg,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N5,mid_spring,0,*,0,*,240,1996-04-17,0,*,240,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,Mg,0,*,*,0.000,0.000,25.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,19.000,0.000,0.000,10.000,0.000,20.000,0.000,0.000,5.000,8.000,0,14.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,2.000,0.000,5.000,0.000,0.000,24.000,0.000,1995-10-11,1996-08-16,Hereward,7.350,*,*,*,*,"1, 38"
1996,16,8,16\8,VA,N6PKMg,winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N6,mid_spring,0,*,0,*,288,1996-04-17,0,*,288,P,35.000,1995-09-18,K,90,1995-09-22,nil,0,*,Mg,0,*,*,0.000,0.000,25.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,17.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,13.000,0.000,0.000,10.000,0.000,24.000,0.000,0.000,9.000,0.000,0,20.000,0.000,0.000,0.000,0.000,2.000,0.000,4.000,0.000,0.000,0.000,0.000,5.000,0.000,10.000,0.000,0.000,21.000,0.000,1995-10-11,1996-08-16,Hereward,6.650,*,*,*,*,"1, 38"
1996,17,8,17\8,VA,N1+3 1/2[PKMg],winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N1+3,autumn_&_spring,48,1995-09-22,0,*,144,1996-04-17,0,*,192,1/2 P,17.500,1995-09-18,1/2 K,45,1995-09-22,nil,0,*,1/2 Mg,0,*,*,0.000,0.000,25.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,3.000,0.000,0.000,3.000,0.000,24.000,0.000,0.000,5.000,0.000,0,17.000,0.000,0.000,0.000,0.000,7.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,10.000,0.000,1995-10-11,1996-08-16,Hereward,6.840,*,*,*,*,"1, 6"
1996,18,8,18\8,VA,N0+3 1/2[PKMg],winter wheat,2.000,winter wheat,nil,0,*,*,*,*,N0+3,mid_spring,0,*,0,*,144,1996-04-17,0,*,144,1/2 P,17.500,1995-09-18,1/2 K,45,1995-09-22,nil,0,*,1/2 Mg,0,*,*,0.000,0.000,25.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,3.000,0.000,0,10.000,0.000,0.000,0.000,0.000,8.000,0.000,3.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,2.000,0.000,1995-10-11,1996-08-16,Hereward,6.160,*,*,*,*,"1, 6"
1996,19,8,19\8,VA,(C) ,winter wheat,2.000,winter wheat,nil,0,*,(C) ,0.000,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,7.000,0.000,20.000,3.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,19.000,0.000,0.000,16.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,2.000,0.000,0.000,10.000,2.000,11.000,0.000,0.000,19.000,0.000,0,10.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,1995-10-11,1996-08-16,Hereward,2.580,*,*,*,*,1
1997,21,8,21\8,VA,FYM N2,winter wheat,3.000,winter wheat,FYM,35,1996-09-27,*,*,*,N2,mid_spring,0,*,0,*,96,1997-04-11,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,1.000,0.000,25.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,8.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,25.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1996-10-15,1997-09-01,Hereward,5.670,*,*,*,*,"1, 45"
1997,22,8,22\8,VA,FYM,winter wheat,3.000,winter wheat,FYM,35,1996-09-27,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,2.000,0.000,25.000,0.000,24.000,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,17.000,0.000,1.000,7.000,0.000,25.000,0.000,0.000,0.000,0.000,0,14.000,0.000,0.000,0.000,0.000,12.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.000,0.000,1996-10-15,1997-09-01,Hereward,4.180,*,*,*,*,"1, 46"
1997,3,8,3\8,VA,Nil,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,23.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,2.000,0.000,14.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,8.000,0.000,22.000,11.000,0.000,20.000,0.000,25.000,0.000,0.000,11.000,7.000,0,6.000,0.000,0.000,0.000,0.000,0.000,0.000,23.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,11.000,1.000,1996-10-15,1997-09-01,Hereward,1.310,*,*,*,*,1
1997,5,8,5\8,VA,PKMg,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,P,35.000,1996-09-25,K,90,1996-09-25,nil,0,*,Mg,0,*,*,0.000,0.000,24.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,2.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,25.000,1.000,0.000,17.000,0.000,21.000,0.000,0.000,3.000,0.000,0,6.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,1.000,3.000,1.000,2.000,0.000,0.000,24.000,0.000,1996-10-15,1997-09-01,Hereward,2.170,*,*,*,*,"1, 38"
1997,6,8,6\8,VA,N1PKMg,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,N1,mid_spring,0,*,0,*,48,1997-04-11,0,*,48,P,35.000,1996-09-25,K,90,1996-09-25,nil,0,*,Mg,0,*,*,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,20.000,0.000,0.000,21.000,0.000,22.000,0.000,0.000,20.000,0.000,0,13.000,0.000,0.000,0.000,0.000,3.000,0.000,15.000,0.000,0.000,0.000,0.000,12.000,0.000,4.000,0.000,0.000,23.000,0.000,1996-10-15,1997-09-01,Hereward,2.470,*,*,*,*,"1, 38"
1997,7,8,7\8,VA,N2PKMg,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1997-04-11,0,*,96,P,35.000,1996-09-25,K,90,1996-09-25,nil,0,*,Mg,0,*,*,0.000,0.000,25.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,8.000,0.000,0.000,7.000,0.000,25.000,0.000,0.000,7.000,3.000,0,23.000,0.000,0.000,0.000,0.000,1.000,0.000,19.000,0.000,0.000,0.000,1.000,4.000,3.000,15.000,0.000,0.000,24.000,0.000,1996-10-15,1997-09-01,Hereward,3.770,*,*,*,*,"1, 38"
1997,8,8,8\8,VA,N3PKMg,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,N3,mid_spring,0,*,0,*,144,1997-04-11,0,*,144,P,35.000,1996-09-25,K,90,1996-09-25,nil,0,*,Mg,0,*,*,0.000,0.000,25.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,1.000,0.000,0.000,1.000,0.000,24.000,0.000,0.000,7.000,0.000,0,13.000,0.000,0.000,0.000,0.000,19.000,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,1996-10-15,1997-09-01,Hereward,5.000,*,*,*,*,"1, 38"
1997,9,8,9\8,VA,N4PKMg,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,1997-04-11,0,*,192,P,35.000,1996-09-25,K,90,1996-09-25,nil,0,*,Mg,0,*,*,0.000,0.000,25.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,1.000,0.000,0.000,3.000,0.000,25.000,0.000,0.000,3.000,0.000,0,4.000,0.000,0.000,0.000,0.000,16.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1996-10-15,1997-09-01,Hereward,6.020,*,*,*,*,"1, 38"
1997,10,8,10\8,VA,N2,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1997-04-11,0,*,96,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,4.000,0.000,25.000,6.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,17.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,1.000,0.000,0.000,6.000,0.000,15.000,0.000,0.000,12.000,0.000,0,23.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,6.000,1996-10-15,1997-09-01,Hereward,2.090,*,*,*,*,1
1997,11,8,11\8,VA,N2P,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1997-04-11,0,*,96,P,35.000,1996-09-25,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,22.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,4.000,0.000,2.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,10.000,0.000,25.000,0.000,0.000,15.000,0.000,0,13.000,0.000,0.000,0.000,0.000,5.000,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,1996-10-15,1997-09-01,Hereward,1.530,*,*,*,*,1
1997,12,8,12\8,VA,N2PNa*,winter wheat,3.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,1997-04-11,0,*,96,P,35.000,1996-09-25,nil,0,*,Na*,55,1996-09-25,nil,0,*,*,0.000,0.000,25.000,0.000,21.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,1.000,0.000,0.000,7.000,0.000,25.000,0.000,0.000,13.000,1.000,0,5.000,0.000,0.000,0.000,0.000,12.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1996-10-15,1997-09-01,Hereward,3.320,*,*,*,*,1
