harvest_year,crop,previous_crop,plot,sub_plot,sub_sub_plot,old_plot_notation,fertilizer_code,fertilizer_n_amount,fertilizer_n_date,sow_date,harvest_date,cultivar,plot_area,grain_yield,straw_yield,note_id
1944,winter wheat,winter wheat,6,*,*,6,N1,39.235,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.101,2.597,6.207,*
1944,winter wheat,winter wheat,7,*,*,7,N3,117.705,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.101,2.795,6.492,*
1944,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1944,winter wheat,winter wheat,9,*,*,9,N2,78.470,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.101,4.062,7.599,*
1944,winter wheat,winter wheat,10,a,*,10a,N2,78.470,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.051,2.521,6.325,*
1944,winter wheat,winter wheat,10,b,*,10b,N3,117.705,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.051,2.363,5.558,*
1944,winter wheat,winter wheat,11,a,*,11a,N1,39.235,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.051,2.806,8.871,*
1944,winter wheat,winter wheat,11,b,1,11b,N3,117.705,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.017,2.098,5.411,*
1944,winter wheat,winter wheat,11,b,2,11b,N1,39.235,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.017,2.748,6.812,*
1944,winter wheat,winter wheat,11,b,3,11b,N2,78.470,1944-03-27,1943-09-27 00:00:00,1944-08-15 00:00:00,Red Standard,0.017,1.893,4.954,*
1945,winter wheat,winter wheat,1,*,*,1,N1,39.235,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.101,0.826,1.495,*
1945,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,*
1945,winter wheat,winter wheat,3,*,*,3,N3,117.705,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.101,1.643,2.867,*
1945,winter wheat,winter wheat,4,*,*,4,N2,78.470,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.101,0.744,1.746,*
1945,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,*
1945,winter wheat,winter wheat,6,*,*,6,N3,117.705,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.101,1.543,3.013,*
1945,winter wheat,winter wheat,7,*,*,7,N2,78.470,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.101,0.942,2.398,*
1945,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1945,winter wheat,winter wheat,9,*,*,9,N1,39.235,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.101,0.673,1.377,*
1945,winter wheat,winter wheat,10,a,*,10a,N1,39.235,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.051,0.658,1.290,*
1945,winter wheat,winter wheat,10,b,*,10b,N2,78.470,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.051,0.933,1.832,*
1945,winter wheat,winter wheat,11,a,*,11a,N3,117.705,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.051,1.897,3.567,*
1945,winter wheat,winter wheat,11,b,1,11b,N2,78.470,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.017,1.626,3.183,*
1945,winter wheat,winter wheat,11,b,2,11b,N3,117.705,1945-03-21,1944-10-23 00:00:00,1945-08-02 00:00:00,Red Standard,0.017,1.783,3.403,*
1945,winter wheat,winter wheat,11,b,3,11b,N1,39.235,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.017,0.854,1.708,*
1946,winter wheat,winter wheat,1,*,*,1,N3,117.705,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.101,*,*,3.000
1946,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,*
1946,winter wheat,winter wheat,3,*,*,3,N2,78.470,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.101,0.526,2.159,*
1946,winter wheat,winter wheat,4,*,*,4,N1,39.235,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.101,*,*,3.000
1946,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,*
1946,winter wheat,winter wheat,6,*,*,6,N2,78.470,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.101,0.425,2.086,*
1946,winter wheat,winter wheat,7,*,*,7,N1,39.235,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.101,*,*,3.000
1946,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1946,winter wheat,winter wheat,9,*,*,9,N3,117.705,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.101,0.834,2.471,*
1946,winter wheat,winter wheat,10,a,*,10a,N3,117.705,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.051,0.638,2.517,*
1946,winter wheat,winter wheat,10,b,*,10b,N1,39.235,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.051,*,*,3.000
1946,winter wheat,winter wheat,11,a,*,11a,N2,78.470,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.051,0.476,2.257,*
1946,winter wheat,winter wheat,11,b,1,11b,N1,39.235,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.017,0.417,1.791,*
1946,winter wheat,winter wheat,11,b,2,11b,N2,78.470,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.017,0.656,2.638,*
1946,winter wheat,winter wheat,11,b,3,11b,N3,117.705,1946-04-02,1945-10-02 00:00:00,1946-08-22 00:00:00,Red Standard,0.017,0.840,2.671,*
1947,fallow,winter wheat,1,*,*,1,N2,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,3,*,*,3,N1,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,4,*,*,4,N3,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,6,*,*,6,N1,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,7,*,*,7,N3,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,9,*,*,9,N2,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,10,a,*,10a,N2,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,10,b,*,10b,N3,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,11,a,*,11a,N1,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,11,b,1,11b,N3,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,11,b,2,11b,N1,0.000,*,*,*,*,*,*,*,2.000
1947,fallow,winter wheat,11,b,3,11b,N2,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,1,*,*,1,N2,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,3,*,*,3,N1,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,4,*,*,4,N3,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,6,*,*,6,N1,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,7,*,*,7,N3,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,9,*,*,9,N2,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,10,a,*,10a,N2,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,10,b,*,10b,N3,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,11,a,*,11a,N1,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,11,b,1,11b,N3,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,11,b,2,11b,N1,0.000,*,*,*,*,*,*,*,2.000
1948,fallow,fallow,11,b,3,11b,N2,0.000,*,*,*,*,*,*,*,2.000
1949,winter wheat,fallow,1,*,*,1,N2,78.470,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.101,1.368,2.560,*
1949,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,*
1949,winter wheat,fallow,3,*,*,3,N1,39.235,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.101,1.004,1.895,*
1949,winter wheat,fallow,4,*,*,4,N3,117.705,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.101,1.958,4.041,*
1949,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,*
1949,winter wheat,fallow,6,*,*,6,N1,39.235,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.101,1.393,2.661,*
1949,winter wheat,fallow,7,*,*,7,N3,117.705,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.101,1.305,2.510,*
1949,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1949,winter wheat,fallow,9,*,*,9,N2,78.470,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.101,1.807,3.552,*
1949,winter wheat,fallow,10,a,*,10a,N2,78.470,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.051,1.368,2.912,*
1949,winter wheat,fallow,10,b,*,10b,N3,117.705,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.051,1.280,2.410,*
1949,winter wheat,fallow,11,a,*,11a,N1,39.235,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.051,1.456,2.949,*
1949,winter wheat,fallow,11,b,1,11b,N3,117.705,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.017,2.309,3.790,*
1949,winter wheat,fallow,11,b,2,11b,N1,39.235,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.017,1.581,3.250,*
1949,winter wheat,fallow,11,b,3,11b,N2,78.470,1949-04-29,1948-11-15 00:00:00,1949-08-10 00:00:00,Squareheads Master,0.017,2.008,4.217,*
1950,winter wheat,winter wheat,1,*,*,1,N1,39.235,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.101,*,*,4.000
1950,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,*
1950,winter wheat,winter wheat,3,*,*,3,N3,117.705,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.101,*,*,4.000
1950,winter wheat,winter wheat,4,*,*,4,N2,78.470,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.101,*,*,4.000
1950,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,*
1950,winter wheat,winter wheat,6,*,*,6,N2,78.470,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.101,*,*,4.000
1950,winter wheat,winter wheat,7,*,*,7,N3,117.705,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.101,*,*,4.000
1950,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1950,winter wheat,winter wheat,9,*,*,9,N1,39.235,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.101,*,*,4.000
1950,winter wheat,winter wheat,10,a,*,10a,N1,39.235,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.051,*,*,4.000
1950,winter wheat,winter wheat,10,b,*,10b,N2,78.470,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.051,*,*,4.000
1950,winter wheat,winter wheat,11,a,*,11a,N3,117.705,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.051,*,*,4.000
1950,winter wheat,winter wheat,11,b,1,11b,N2,78.470,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.017,*,*,3.000
1950,winter wheat,winter wheat,11,b,2,11b,N3,117.705,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.017,*,*,4.000
1950,winter wheat,winter wheat,11,b,3,11b,N1,39.235,1950-04-20,1949-11-03 00:00:00,1950-08-08 00:00:00,Squareheads Master,0.017,*,*,4.000
1951,winter wheat,winter wheat,1,*,*,1,N3,117.705,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.101,1.606,2.573,*
1951,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,*
1951,winter wheat,winter wheat,3,*,*,3,N2,78.470,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.101,1.092,1.669,*
1951,winter wheat,winter wheat,4,*,*,4,N1,39.235,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.101,1.129,1.832,*
1951,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,*
1951,winter wheat,winter wheat,6,*,*,6,N2,78.470,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.101,1.519,1.995,*
1951,winter wheat,winter wheat,7,*,*,7,N1,39.235,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.101,0.803,1.368,*
1951,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1951,winter wheat,winter wheat,9,*,*,9,N3,117.705,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.101,1.606,2.096,*
1951,winter wheat,winter wheat,10,a,*,10a,N3,117.705,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.051,2.196,2.949,*
1951,winter wheat,winter wheat,10,b,*,10b,N1,39.235,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.051,0.778,1.606,*
1951,winter wheat,winter wheat,11,a,*,11a,N2,78.470,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.051,1.556,2.096,*
1951,winter wheat,winter wheat,11,b,1,11b,N1,39.235,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.017,0.891,1.456,*
1951,winter wheat,winter wheat,11,b,2,11b,N2,78.470,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.017,1.117,1.795,*
1951,winter wheat,winter wheat,11,b,3,11b,N3,117.705,1951-05-07,1951-10-13 00:00:00,1951-08-20 00:00:00,Squareheads Master,0.017,1.857,2.786,*
1952,winter wheat,winter wheat,1,*,*,1,N2,78.470,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.101,0.879,2.849,*
1952,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,*
1952,winter wheat,winter wheat,3,*,*,3,N1,39.235,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.101,0.653,1.067,*
1952,winter wheat,winter wheat,4,*,*,4,N3,117.705,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.101,1.079,3.175,*
1952,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,*
1952,winter wheat,winter wheat,6,*,*,6,N1,39.235,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.101,0.527,1.418,*
1952,winter wheat,winter wheat,7,*,*,7,N3,117.705,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.101,0.602,1.744,*
1952,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1952,winter wheat,winter wheat,9,*,*,9,N2,78.470,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.101,0.966,2.334,*
1952,winter wheat,winter wheat,10,a,*,10a,N2,78.470,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.017,0.816,2.309,*
1952,winter wheat,winter wheat,10,b,*,10b,N1,39.235,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.017,0.879,2.108,*
1952,winter wheat,winter wheat,11,a,*,11a,N1,39.235,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.017,0.489,1.631,*
1952,winter wheat,winter wheat,11,b,*,11b,N3,117.705,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.051,1.707,3.163,*
1952,winter wheat,winter wheat,11,b,*,11b,N1,39.235,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.051,0.766,1.694,*
1952,winter wheat,winter wheat,11,b,*,11b,N2,78.470,1952-04-23,04/23/1952,1952-07-29 00:00:00,Squareheads Master,0.051,1.167,2.686,*
1953,winter wheat,winter wheat,1,*,*,1,N1,39.235,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.101,0.991,2.008,*
1953,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,*
1953,winter wheat,winter wheat,3,*,*,3,N3,117.705,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.101,1.732,2.711,*
1953,winter wheat,winter wheat,4,*,*,4,N2,78.470,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.101,1.519,2.999,*
1953,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,*
1953,winter wheat,winter wheat,6,*,*,6,N3,117.705,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.101,2.246,3.489,*
1953,winter wheat,winter wheat,7,*,*,7,N2,78.470,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.101,1.268,2.610,*
1953,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1953,winter wheat,winter wheat,9,*,*,9,N1,39.235,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.101,0.929,1.983,*
1953,winter wheat,winter wheat,10,a,*,10a,N1,39.235,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.051,0.954,1.782,*
1953,winter wheat,winter wheat,10,b,*,10b,N2,78.470,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.051,1.280,2.410,*
1953,winter wheat,winter wheat,11,a,*,11a,N3,117.705,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.051,2.221,3.087,*
1953,winter wheat,winter wheat,11,b,1,11b,N2,78.470,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.017,1.732,3.037,*
1953,winter wheat,winter wheat,11,b,2,11b,N3,117.705,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.017,2.146,3.376,*
1953,winter wheat,winter wheat,11,b,3,11b,N1,39.235,1953-04-20,1952-10-10 00:00:00,08/18/1953,Squareheads Master,0.017,0.991,1.995,*
1954,winter wheat,winter wheat,1,*,*,1,N3,117.705,1954-04-30,1953-10-23 00:00:00,1954-09-10 00:00:00,Squareheads Master,0.101,0.941,1.770,*
1954,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,*
1954,winter wheat,winter wheat,3,*,*,3,N2,78.470,1954-04-29,1953-10-23 00:00:00,1954-09-09 00:00:00,Squareheads Master,0.101,0.828,1.117,*
1954,winter wheat,winter wheat,4,*,*,4,N1,39.235,1954-05-01,1953-10-23 00:00:00,1954-09-11 00:00:00,Squareheads Master,0.101,1.104,1.042,*
1954,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,*
1954,winter wheat,winter wheat,6,*,*,6,N2,78.470,1954-05-02,1953-10-23 00:00:00,1954-09-12 00:00:00,Squareheads Master,0.101,1.556,1.255,*
1954,winter wheat,winter wheat,7,*,*,7,N1,39.235,1954-04-28,1953-10-23 00:00:00,1954-09-08 00:00:00,Squareheads Master,0.101,0.715,3.062,*
1954,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,*
1954,winter wheat,winter wheat,9,*,*,9,N3,117.705,1954-05-03,1953-10-23 00:00:00,1954-09-13 00:00:00,Squareheads Master,0.101,1.983,1.719,*
1954,winter wheat,winter wheat,10,a,*,10a,N3,117.705,1954-05-09,1953-10-23 00:00:00,1954-09-19 00:00:00,Squareheads Master,0.051,0.853,1.456,*
1954,winter wheat,winter wheat,10,b,*,10b,N1,39.235,1954-05-07,1953-10-23 00:00:00,1954-09-17 00:00:00,Squareheads Master,0.051,0.414,0.439,*
1954,winter wheat,winter wheat,11,a,*,11a,N2,78.470,1954-05-08,1953-10-23 00:00:00,1954-09-18 00:00:00,Squareheads Master,0.051,1.004,1.017,*
1954,winter wheat,winter wheat,11,b,1,11b,N1,39.235,1954-05-04,1953-10-23 00:00:00,1954-09-14 00:00:00,Squareheads Master,0.017,1.920,2.962,*
1954,winter wheat,winter wheat,11,b,2,11b,N2,78.470,1954-05-05,1953-10-23 00:00:00,1954-09-15 00:00:00,Squareheads Master,0.017,2.083,3.087,*
1954,winter wheat,winter wheat,11,b,2,11b,N3,117.705,1954-05-06,1953-10-23 00:00:00,1954-09-16 00:00:00,Squareheads Master,0.017,2.372,3.890,*
1955,fallow,winter wheat,1,*,*,1,N2,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,3,*,*,3,N1,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,4,*,*,4,N3,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,6,*,*,6,N1,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,7,*,*,7,N3,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,9,*,*,9,N2,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,10,a,*,10a,N2,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,10,b,*,10b,N3,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,11,a,*,11a,N1,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,11,b,1,11b,N3,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,11,b,2,11b,N1,0.000,*,*,*,*,*,*,*,9.000
1955,fallow,winter wheat,11,b,3,11b,N2,0.000,*,*,*,*,*,*,*,9.000
1956,fallow,fallow,1,*,*,1,N2,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,3,*,*,3,N1,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,4,*,*,4,N3,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,6,*,*,6,N1,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,7,*,*,7,N3,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,9,*,*,9,N2,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,10,a,*,10a,N2,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,10,b,*,10b,N3,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,11,a,*,11a,N1,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,11,b,1,11b,N3,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,11,b,2,11b,N1,0.000,*,*,*,*,*,*,*,10.000
1956,fallow,fallow,11,b,3,11b,N2,0.000,*,*,*,*,*,*,*,10.000
1957,fallow,fallow,1,*,*,1,N2,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,2,*,*,2,*,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,3,*,*,3,N1,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,4,*,*,4,N3,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,5,*,*,5,*,0.000,*,*,*,*,*,*,*,11.000
