harvest_year,strip,section,plot,section_1968onwards,fertilizer_code,cropping,fym_factor_level,fym_applied,fym_date,rape_cake_factor_level,rapecake_n_applied,rape_cake_date,n_factor_level,n_timing,autumn_n_kg,autumn_n_date,spring1_n_kg,spring1_n_date,spring2_n_kg,spring2_n_date,total_fertilizer_n_amount,p_factor_level,p_amount,p_date,k_factor_level,k_amount,k_date,na_factor_level,na_amount,na_date,mg_factor_level,mg_amount,mg_date,sow_date,harvest_date,cultivar,area,grain,straw,note
1926,14,I,14\I,"0,1",N2PMg*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,Mg*,0,*,*,*,fallow,*,*,*,*
1926,15,I,15\I,"0,1",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,16,I,16\I,"0,1",N2*PKNaMg,fallow,nil,0,*,nil,0,*,N2*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,17,I,17\I,"0,1",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,18,I,18\I,"0,1",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,19,I,19\I,"0,1",C,fallow,nil,0,*,C,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,20,I,20\I,"0,1",N2KNaMg,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,3
1926,21,II,21\II,"2,3",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,1
1926,22,II,22\II,"2,3",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,2
1926,3,II,3\II,"2,3",Nil,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,5,II,5\II,"2,3",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,6,II,6\II,"2,3",N1PKNaMg,fallow,nil,0,*,nil,0,*,N1,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,7,II,7\II,"2,3",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,8,II,8\II,"2,3",N3PKNaMg,fallow,nil,0,*,nil,0,*,N3,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,9,II,9\II,"2,3",N1*PKNaMg,fallow,nil,0,*,nil,0,*,N1*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,10,II,10\II,"2,3",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,11,II,11\II,"2,3",N2P,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,12,II,12\II,"2,3",N2PNa*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,Na*,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,13,II,13\II,"2,3",N2PK,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,14,II,14\II,"2,3",N2PMg*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,Mg*,0,*,*,*,fallow,*,*,*,*
1926,15,II,15\II,"2,3",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,16,II,16\II,"2,3",N2*PKNaMg,fallow,nil,0,*,nil,0,*,N2*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,17,II,17\II,"2,3",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,18,II,18\II,"2,3",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,19,II,19\II,"2,3",C,fallow,nil,0,*,C,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,20,II,20\II,"2,3",N2KNaMg,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,3
1926,21,III,21\III,"4,5",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,1
1926,22,III,22\III,"4,5",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,2
1926,3,III,3\III,"4,5",Nil,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,5,III,5\III,"4,5",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,6,III,6\III,"4,5",N1PKNaMg,fallow,nil,0,*,nil,0,*,N1,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,7,III,7\III,"4,5",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,8,III,8\III,"4,5",N3PKNaMg,fallow,nil,0,*,nil,0,*,N3,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,9,III,9\III,"4,5",N1*PKNaMg,fallow,nil,0,*,nil,0,*,N1*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,10,III,10\III,"4,5",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,11,III,11\III,"4,5",N2P,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,12,III,12\III,"4,5",N2PNa*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,Na*,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,13,III,13\III,"4,5",N2PK,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,14,III,14\III,"4,5",N2PMg*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,Mg*,0,*,*,*,fallow,*,*,*,*
1926,15,III,15\III,"4,5",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,16,III,16\III,"4,5",N2*PKNaMg,fallow,nil,0,*,nil,0,*,N2*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,17,III,17\III,"4,5",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,18,III,18\III,"4,5",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1926,19,III,19\III,"4,5",C,fallow,nil,0,*,C,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1926,21,IV,21\IV,"6,7",FYM,wheat,FYM,35,1925-11-23,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.024,0.560,2.950,1
1926,22,IV,22\IV,"6,7",FYM,wheat,FYM,35,1925-11-23,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.024,0.580,4.050,2
1926,3,IV,3\IV,"6,7",Nil,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.070,0.210,*
1926,5,IV,5\IV,"6,7",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.150,0.330,*
1926,6,IV,6\IV,"6,7",N1PKNaMg,wheat,nil,0,*,nil,0,*,N1,autumn_&_spring,24,1925-11-23,24,1926-03-17,0,*,48,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.470,1.610,*
1926,7,IV,7\IV,"6,7",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.620,3.040,*
1926,8,IV,8\IV,"6,7",N3PKNaMg,wheat,nil,0,*,nil,0,*,N3,autumn_&_spring,24,1925-11-23,120,1926-03-17,0,*,144,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.470,4.130,*
1926,9,IV,9\IV,"6,7",N1*PKNaMg,wheat,nil,0,*,nil,0,*,N1*,spring,0,*,48,1926-03-22,0,*,48,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.550,1.940,*
1926,10,IV,10\IV,"6,7",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.370,1.560,*
1926,11,IV,11\IV,"6,7",N2P,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.390,2.130,*
1926,12,IV,12\IV,"6,7",N2PNa*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,nil,0,*,Na*,57,1925-11-23,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.680,2.770,*
1926,13,IV,13\IV,"6,7",N2PK,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,K,90,1925-11-23,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.960,3.480,*
1926,14,IV,14\IV,"6,7",N2PMg*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,nil,0,*,nil,0,*,Mg*,31,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.810,2.720,*
1926,15,IV,15\IV,"6,7",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn,96,1925-11-23,0,*,0,*,96,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.500,1.980,*
1926,16,IV,16\IV,"6,7",N2*PKNaMg,wheat,nil,0,*,nil,0,*,N2*,spring,0,*,48,1926-03-22,48,*,96,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.690,3.280,*
1926,17,IV,17\IV,"6,7",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.530,1.920,*
1926,18,IV,18\IV,"6,7",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.220,0.740,*
1926,19,IV,19\IV,"6,7",C,wheat,nil,0,*,C,96,1925-11-23,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.270,1.880,*
1926,21,V,21\V,"8,9",FYM,wheat,FYM,35,1925-11-23,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.024,0.530,3.220,1
1926,22,V,22\V,"8,9",FYM,wheat,FYM,35,1925-11-23,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.024,0.530,4.360,2
1926,3,V,3\V,"8,9",Nil,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.070,0.240,*
1926,5,V,5\V,"8,9",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.170,0.550,*
1926,6,V,6\V,"8,9",N1PKNaMg,wheat,nil,0,*,nil,0,*,N1,autumn_&_spring,24,1925-11-23,24,1926-03-17,0,*,48,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.390,1.640,*
1926,7,V,7\V,"8,9",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.290,2.810,*
1926,8,V,8\V,"8,9",N3PKNaMg,wheat,nil,0,*,nil,0,*,N3,autumn_&_spring,24,1925-11-23,120,1926-03-17,0,*,144,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.640,4.280,*
1926,9,V,9\V,"8,9",N1*PKNaMg,wheat,nil,0,*,nil,0,*,N1*,spring,0,*,48,1926-03-22,0,*,48,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.320,2.060,*
1926,10,V,10\V,"8,9",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.330,1.610,*
1926,11,V,11\V,"8,9",N2P,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.360,2.330,*
1926,12,V,12\V,"8,9",N2PNa*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,nil,0,*,Na*,57,1925-11-23,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.510,2.670,*
1926,13,V,13\V,"8,9",N2PK,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,K,90,1925-11-23,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.490,3.150,*
1926,14,V,14\V,"8,9",N2PMg*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,P,35,1925-11-23,nil,0,*,nil,0,*,Mg*,31,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.550,2.990,*
1926,15,V,15\V,"8,9",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn,96,1925-11-23,0,*,0,*,96,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.430,2.770,*
1926,16,V,16\V,"8,9",N2*PKNaMg,wheat,nil,0,*,nil,0,*,N2*,spring,0,*,48,1926-03-22,48,*,96,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.540,3.700,*
1926,17,V,17\V,"8,9",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1925-11-23,72,1926-03-17,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.040,0.480,2.510,*
1926,18,V,18\V,"8,9",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1925-11-23,K,90,1925-11-23,Na,16,1925-11-23,Mg,11,1925-11-23,1925-11-25,1926-08-26,Red Standard,0.040,0.360,1.510,*
1926,19,V,19\V,"8,9",C,wheat,nil,0,*,C,96,1925-11-23,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1925-11-25,1926-08-26,Red Standard,0.029,0.470,2.540,*
1927,21,I,21\I,"0,1",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,1
1927,22,I,22\I,"0,1",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,2
1927,3,I,3\I,"0,1",Nil,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1927,5,I,5\I,"0,1",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1927,6,I,6\I,"0,1",N1PKNaMg,fallow,nil,0,*,nil,0,*,N1,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1927,7,I,7\I,"0,1",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1927,8,I,8\I,"0,1",N3PKNaMg,fallow,nil,0,*,nil,0,*,N3,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1927,9,I,9\I,"0,1",N1*PKNaMg,fallow,nil,0,*,nil,0,*,N1*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1927,10,I,10\I,"0,1",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1927,11,I,11\I,"0,1",N2P,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1927,12,I,12\I,"0,1",N2PNa*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,Na*,0,*,nil,0,*,*,*,fallow,*,*,*,*
1927,13,I,13\I,"0,1",N2PK,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1927,14,I,14\I,"0,1",N2PMg*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,Mg*,0,*,*,*,fallow,*,*,*,*
1927,15,I,15\I,"0,1",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1927,16,I,16\I,"0,1",N2*PKNaMg,fallow,nil,0,*,nil,0,*,N2*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1927,17,I,17\I,"0,1",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1927,18,I,18\I,"0,1",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1927,19,I,19\I,"0,1",C,fallow,nil,0,*,C,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1927,20,I,20\I,"0,1",N2KNaMg,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,3
1927,21,II,21\II,"2,3",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,1
1927,22,II,22\II,"2,3",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,2
1927,3,II,3\II,"2,3",Nil,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
